url_len,url_dep,httpDomain,tinyURL,hyphenURL,subURl,keyWordURL,dns,domainAge,domainEnd,iframe,forwarding,label
38,0,1,0,0,1,0,1,1,1,0,0,1
33,0,0,0,0,1,0,1,1,1,1,0,1
36,0,1,0,0,0,0,1,1,1,0,0,1
80,2,1,0,0,1,0,1,1,1,0,0,1
36,0,1,0,0,1,0,1,1,1,1,0,1
190,1,1,0,0,1,1,1,1,1,0,0,1
35,0,0,0,0,1,0,1,1,1,1,1,1
32,1,1,0,0,1,0,1,1,1,1,0,1
26,0,0,0,0,0,0,1,1,1,1,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
97,2,1,0,0,1,0,1,1,1,0,0,1
25,0,0,0,1,0,0,1,1,1,1,0,1
35,0,1,0,1,1,0,1,1,1,0,0,1
24,1,1,0,0,1,0,1,1,1,1,0,1
35,0,1,0,1,1,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
24,1,1,0,0,1,0,1,1,1,0,0,1
42,2,1,0,0,1,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
28,0,1,0,0,1,0,1,1,1,1,0,1
105,2,1,0,0,1,0,1,1,1,1,0,1
23,0,0,0,1,0,0,1,1,1,1,0,1
85,0,1,0,1,1,0,1,1,1,1,0,1
24,1,1,0,0,1,0,1,1,1,1,1,1
38,0,1,0,0,1,0,1,1,1,1,0,1
76,1,1,0,1,1,0,1,1,1,1,0,1
38,0,1,0,0,0,0,1,1,1,1,0,1
111,1,1,0,1,3,0,1,1,1,1,0,1
43,0,1,0,1,1,1,1,1,1,0,0,1
34,0,1,0,1,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,1,0,1
44,3,1,0,0,2,0,1,1,1,0,0,1
67,1,1,0,1,2,0,1,1,1,0,0,1
33,0,0,0,0,1,1,1,1,1,1,0,1
42,0,1,0,1,1,0,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
29,0,1,0,0,1,0,1,1,1,1,0,1
80,2,1,0,0,1,0,1,1,1,1,0,1
51,0,1,0,1,1,0,1,1,1,1,0,1
39,0,1,0,0,1,0,1,1,1,1,0,1
167,5,1,0,0,1,0,1,1,1,0,0,1
99,2,1,1,0,4,0,1,1,1,0,1,1
105,4,1,0,0,1,0,1,1,1,0,0,1
29,0,0,0,0,0,0,1,1,1,1,0,1
97,2,1,0,0,1,0,1,1,1,1,0,1
83,0,1,0,0,1,0,1,1,1,0,0,1
33,0,1,0,1,1,0,1,1,1,0,0,1
39,0,1,0,1,1,0,1,1,1,1,0,1
80,2,1,0,0,1,0,1,1,1,0,0,1
65,3,1,0,0,2,1,1,1,1,0,1,1
175,5,1,0,0,1,0,1,1,1,0,0,1
41,0,0,0,0,1,0,1,1,1,1,0,1
94,2,1,0,1,1,0,1,1,1,1,0,1
24,1,1,0,0,1,0,1,1,1,0,0,1
60,1,1,0,1,2,0,1,1,1,0,0,1
31,1,1,0,0,1,1,1,1,1,0,0,1
65,3,0,0,1,4,1,1,1,1,1,0,1
21,0,0,0,0,1,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
188,1,1,0,0,1,1,1,1,1,0,0,1
20,0,1,0,0,1,0,1,1,1,1,1,1
41,1,1,0,0,2,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,1,0,1
50,0,1,0,1,1,0,1,1,1,0,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
23,0,0,0,0,1,0,1,1,1,0,0,1
117,3,1,0,1,2,0,1,1,1,0,0,1
22,0,1,0,0,1,0,1,1,1,0,0,1
28,0,1,0,1,1,0,1,1,1,1,0,1
25,0,1,0,0,1,0,1,1,1,1,0,1
32,0,1,0,1,1,0,1,1,1,1,0,1
190,5,1,0,0,1,0,1,1,1,0,0,1
57,4,1,0,0,1,1,1,1,1,0,1,1
45,0,1,0,1,1,0,1,1,1,0,0,1
30,0,1,0,0,1,0,1,1,1,0,0,1
42,0,1,0,1,1,0,1,1,1,0,0,1
45,1,1,0,0,5,0,1,1,1,0,0,1
38,0,1,1,1,1,0,1,1,1,0,0,1
34,0,1,0,0,1,0,1,1,1,0,0,1
30,0,1,0,1,1,0,1,1,1,1,0,1
405,3,1,0,0,1,1,1,1,1,1,0,1
41,3,1,0,0,1,0,1,1,1,0,0,1
22,0,0,0,0,1,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
20,0,1,0,0,0,0,1,1,1,0,0,1
21,1,1,0,0,1,0,1,1,1,1,0,1
93,0,1,1,1,1,0,1,1,1,1,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
41,0,1,0,1,1,0,1,1,1,1,0,1
33,0,1,0,0,0,0,1,1,1,1,1,1
48,0,1,0,1,1,0,1,1,1,1,0,1
41,0,1,0,0,1,0,1,1,1,0,0,1
40,0,1,0,0,1,0,1,1,1,1,0,1
45,1,0,0,0,2,1,1,1,1,1,1,1
51,2,1,0,0,1,0,1,1,1,0,0,1
100,1,1,0,1,2,1,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
114,1,1,0,0,2,0,1,1,1,0,0,1
20,1,1,0,0,1,0,1,1,1,1,0,1
54,0,1,0,1,1,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
61,1,1,0,1,2,0,1,1,1,1,0,1
35,0,1,0,0,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
95,1,1,0,1,2,0,1,1,1,1,0,1
37,0,1,0,0,1,0,1,1,1,0,0,1
41,0,1,0,0,1,0,1,1,1,0,0,1
61,4,0,0,0,2,0,1,1,1,1,0,1
22,1,1,0,0,1,0,1,1,1,0,0,1
32,0,1,0,1,1,0,1,1,1,1,0,1
96,2,1,0,0,1,0,1,1,1,0,0,1
27,0,1,0,0,1,0,1,1,1,0,0,1
23,0,1,0,0,1,0,1,1,1,1,0,1
66,4,1,0,0,2,1,1,1,1,1,1,1
37,2,1,0,0,1,0,1,1,1,0,0,1
26,0,0,0,1,1,0,1,1,1,1,1,1
46,3,1,0,0,1,0,1,1,1,0,1,1
101,3,1,0,0,1,0,1,1,1,1,0,1
22,1,1,1,0,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
503,1,1,0,0,1,0,1,1,1,1,0,1
41,2,1,0,0,2,0,1,1,1,0,0,1
190,5,1,0,0,1,0,1,1,1,0,0,1
35,1,0,0,0,1,0,1,1,1,1,0,1
24,1,1,0,0,1,0,1,1,1,0,0,1
81,5,0,0,0,3,1,1,1,1,1,0,1
58,0,1,0,1,1,0,1,1,1,0,0,1
28,0,1,0,0,1,0,1,1,1,1,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
146,3,1,0,1,2,0,1,1,1,1,0,1
24,0,0,0,0,0,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
111,4,1,0,0,1,1,1,1,1,1,0,1
85,0,1,0,1,1,0,1,1,1,1,0,1
34,1,1,0,0,1,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
189,2,1,0,1,1,0,1,1,1,1,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
52,0,1,0,1,1,0,1,1,1,0,0,1
83,3,1,0,1,2,0,1,1,1,0,0,1
51,0,1,0,0,1,0,1,1,1,0,0,1
37,0,1,0,1,1,0,1,1,1,1,0,1
29,0,0,0,0,0,0,1,1,1,1,0,1
53,0,1,0,1,1,0,1,1,1,1,0,1
24,0,1,0,0,1,0,1,1,1,1,0,1
25,0,0,0,0,1,0,1,1,1,1,0,1
43,3,1,0,0,1,1,1,1,1,1,0,1
84,3,1,0,1,2,0,1,1,1,1,0,1
43,2,0,0,0,1,0,1,1,1,1,0,1
35,0,1,0,1,1,0,1,1,1,0,0,1
384,3,1,0,0,1,1,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
23,0,1,0,0,1,0,1,1,1,1,0,1
37,1,1,0,1,1,0,1,1,1,1,1,1
38,0,1,0,1,1,0,1,1,1,0,0,1
33,0,0,0,0,1,0,1,1,1,1,0,1
61,1,1,0,1,2,0,1,1,1,0,0,1
38,1,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
27,0,1,0,0,1,0,1,1,1,1,0,1
42,0,1,0,1,1,0,1,1,1,0,0,1
89,2,1,0,0,1,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
80,2,1,0,0,1,0,1,1,1,1,0,1
472,3,1,0,0,1,1,1,1,1,0,0,1
29,0,1,0,1,0,0,1,1,1,0,0,1
22,1,1,0,0,1,0,1,1,1,0,0,1
25,0,1,0,0,1,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
102,3,1,0,1,2,0,1,1,1,0,0,1
30,0,1,0,1,0,0,1,1,1,0,0,1
41,3,1,0,0,1,0,1,1,1,0,0,1
93,2,1,0,1,1,0,1,1,1,1,0,1
24,1,1,0,0,1,0,1,1,1,0,0,1
71,2,1,0,1,1,0,1,1,1,0,0,1
62,1,1,0,1,2,0,1,1,1,1,0,1
61,1,1,0,1,2,0,1,1,1,1,0,1
71,1,1,0,1,2,0,1,1,1,0,0,1
33,0,1,0,1,1,0,1,1,1,0,0,1
44,0,1,0,1,1,0,1,1,1,1,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,1,0,1
34,0,1,0,0,1,0,1,1,1,0,0,1
24,0,1,0,0,1,0,1,1,1,1,1,1
84,0,1,0,1,0,0,1,1,1,0,0,1
59,4,1,0,0,1,1,1,1,1,1,0,1
67,2,1,0,0,1,0,1,1,1,0,0,1
32,0,1,0,1,1,0,1,1,1,1,0,1
36,1,1,0,0,1,0,1,1,1,0,0,1
41,0,1,0,0,1,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,1,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
88,0,1,0,0,0,0,1,1,1,0,0,1
36,0,1,0,0,1,0,1,1,1,0,0,1
33,0,1,0,0,1,0,1,1,1,1,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
99,1,1,0,0,1,0,1,1,1,1,0,1
37,0,1,0,0,1,0,1,1,1,0,0,1
130,1,1,1,0,1,0,1,1,1,1,0,1
33,1,1,0,0,1,0,1,1,1,1,0,1
79,2,1,0,1,1,0,1,1,1,1,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
24,0,1,0,0,1,0,1,1,1,1,1,1
36,0,1,0,0,1,0,1,1,1,0,0,1
68,1,1,0,1,2,0,1,1,1,1,0,1
25,0,1,0,1,1,0,1,1,1,1,0,1
31,0,0,0,1,1,0,1,1,1,1,1,1
46,0,1,0,1,1,0,1,1,1,0,0,1
41,0,1,0,1,1,0,1,1,1,0,0,1
71,2,1,0,1,1,0,1,1,1,1,0,1
34,0,1,0,1,1,1,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
63,1,1,0,1,2,0,1,1,1,1,0,1
27,0,1,0,1,1,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
103,3,1,0,1,2,0,1,1,1,0,0,1
34,0,1,0,1,1,0,1,1,1,0,0,1
52,0,1,0,1,1,0,1,1,1,1,0,1
139,1,1,0,0,1,0,1,1,1,0,0,1
18,0,0,0,0,0,0,1,1,1,0,0,1
56,2,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,1,0,1
227,5,1,0,1,8,1,1,1,1,1,1,1
45,0,1,0,0,1,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
39,1,1,0,1,1,1,1,1,1,0,0,1
39,0,1,0,0,1,0,1,1,1,0,0,1
23,0,1,0,0,1,0,1,1,1,1,0,1
67,1,1,0,1,2,0,1,1,1,1,0,1
41,0,0,0,0,1,0,1,1,1,1,0,1
80,2,1,0,0,1,0,1,1,1,1,0,1
35,0,0,0,0,1,0,1,1,1,0,0,1
167,5,1,0,0,1,0,1,1,1,0,0,1
34,0,1,0,0,1,0,1,1,1,1,0,1
30,0,1,0,0,1,1,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
34,0,1,0,1,1,0,1,1,1,0,0,1
24,1,1,0,0,1,0,1,1,1,0,0,1
26,0,0,0,0,1,0,1,1,1,1,1,1
58,0,0,0,0,1,0,1,1,1,1,1,1
28,0,0,0,1,0,0,1,1,1,0,0,1
39,0,1,0,1,1,0,1,1,1,0,0,1
110,3,1,0,0,2,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
41,0,1,0,1,1,0,1,1,1,1,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
42,2,1,0,0,1,0,1,1,1,0,1,1
40,0,1,0,1,1,0,1,1,1,1,0,1
88,0,1,0,0,0,0,1,1,1,1,0,1
67,2,1,0,0,1,0,1,1,1,1,0,1
24,1,1,0,0,1,0,1,1,1,1,1,1
36,0,1,0,0,1,0,1,1,1,0,0,1
24,1,1,0,0,1,0,1,1,1,1,1,1
40,0,1,0,1,1,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,1,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
34,0,1,0,1,1,0,1,1,1,0,0,1
67,2,1,0,0,1,0,1,1,1,0,0,1
576,4,0,0,1,2,1,1,1,1,1,0,1
52,0,1,0,1,1,0,1,1,1,0,0,1
71,2,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
71,2,1,0,1,1,0,1,1,1,0,0,1
26,0,0,0,1,1,0,1,1,1,0,0,1
30,0,1,0,1,1,0,1,1,1,1,0,1
52,3,1,1,0,2,0,1,1,1,0,0,1
59,1,1,0,1,2,0,1,1,1,0,0,1
51,3,1,0,0,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
466,3,1,0,0,1,1,1,1,1,1,0,1
42,0,1,0,0,1,0,1,1,1,1,0,1
40,0,1,0,0,1,0,1,1,1,1,0,1
40,0,1,0,1,1,0,1,1,1,0,0,1
42,0,1,0,1,1,0,1,1,1,1,0,1
108,3,1,0,0,2,0,1,1,1,1,0,1
32,0,1,0,0,1,0,1,1,1,0,0,1
24,1,1,0,0,1,0,1,1,1,0,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
45,2,1,0,0,1,1,1,1,1,1,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
63,3,1,0,0,1,0,1,1,1,1,0,1
48,0,1,0,1,1,0,1,1,1,0,0,1
38,0,1,0,0,1,0,1,1,1,0,0,1
97,2,1,0,0,1,0,1,1,1,1,0,1
43,1,1,0,0,1,0,1,1,1,1,0,1
28,0,1,0,0,1,0,1,1,1,1,1,1
109,3,1,0,1,2,0,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
126,3,1,0,1,2,0,1,1,1,0,0,1
52,4,1,0,0,2,0,1,1,1,1,0,1
36,1,1,0,1,1,0,1,1,1,0,0,1
190,2,0,0,1,2,0,1,1,1,1,0,1
47,2,0,0,1,1,0,1,1,1,1,1,1
30,0,1,0,0,1,0,1,1,1,0,0,1
30,0,1,0,1,1,0,1,1,1,1,0,1
59,1,1,0,1,2,0,1,1,1,1,0,1
36,0,0,0,1,1,0,1,1,1,1,1,1
84,0,1,0,1,0,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
61,1,1,0,1,2,0,1,1,1,0,0,1
34,0,1,0,0,1,0,1,1,1,1,0,1
40,0,1,0,1,1,0,1,1,1,0,0,1
73,1,0,0,1,2,0,1,1,1,0,0,1
35,1,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
88,2,1,0,0,1,0,1,1,1,0,0,1
69,1,1,0,1,2,0,1,1,1,0,0,1
22,1,1,1,0,1,0,1,1,1,0,0,1
62,1,1,0,1,2,0,1,1,1,1,0,1
19,0,1,0,0,1,0,1,1,1,1,1,1
31,1,1,0,0,1,0,1,1,1,1,1,1
66,1,1,0,1,2,0,1,1,1,1,0,1
80,2,1,0,0,1,0,1,1,1,1,0,1
37,0,1,1,0,1,0,1,1,1,0,0,1
18,1,1,0,0,1,0,1,1,1,0,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
19,1,1,0,0,1,0,1,1,1,1,0,1
80,2,1,0,0,1,0,1,1,1,1,0,1
41,0,1,0,0,1,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
30,0,1,0,1,1,0,1,1,1,1,0,1
23,0,1,0,0,1,0,1,1,1,0,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
99,1,1,0,1,2,0,1,1,1,0,0,1
28,0,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
36,0,1,0,1,1,0,1,1,1,1,0,1
33,0,0,0,0,1,0,1,1,1,1,0,1
36,0,1,0,1,1,0,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
178,5,1,0,0,1,0,1,1,1,0,0,1
54,0,1,0,1,1,0,1,1,1,0,0,1
93,2,1,0,1,1,0,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
21,1,1,0,0,1,0,1,1,1,0,0,1
49,0,1,0,1,1,0,1,1,1,0,0,1
35,0,1,0,1,1,0,1,1,1,0,0,1
44,0,1,0,0,1,0,1,1,1,1,1,1
96,2,1,0,0,1,0,1,1,1,1,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
94,2,1,0,0,1,0,1,1,1,1,0,1
70,2,1,0,1,2,0,1,1,1,0,0,1
22,0,1,0,0,1,0,1,1,1,1,1,1
23,1,1,1,0,1,0,1,1,1,1,1,1
96,3,1,0,1,2,0,1,1,1,0,0,1
27,0,1,0,0,1,0,1,1,1,1,0,1
23,1,1,1,0,1,0,1,1,1,0,0,1
34,0,1,0,1,1,0,1,1,1,0,0,1
44,1,1,0,0,1,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
52,2,1,0,0,1,0,1,1,1,0,0,1
48,0,1,0,1,1,0,1,1,1,1,0,1
95,1,1,0,1,2,0,1,1,1,1,0,1
26,1,1,0,0,1,0,1,1,1,1,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
40,0,1,0,1,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,1,0,1
55,3,1,0,0,1,0,1,1,1,1,0,1
67,2,1,0,0,5,0,1,1,1,1,0,1
42,0,1,0,1,1,0,1,1,1,0,0,1
55,0,1,0,1,1,0,1,1,1,0,0,1
60,1,1,0,1,2,0,1,1,1,0,0,1
173,5,1,0,0,1,0,1,1,1,0,0,1
31,0,1,0,0,1,0,1,1,1,1,0,1
88,0,1,0,0,0,0,1,1,1,1,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,0,0,1
23,1,1,0,0,1,0,1,1,1,1,0,1
37,0,1,0,0,1,0,1,1,1,0,0,1
112,3,1,0,1,2,0,1,1,1,1,0,1
31,1,1,0,0,1,0,1,1,1,0,0,1
42,2,1,0,0,1,0,1,1,1,0,1,1
456,5,0,0,1,13,1,1,1,1,1,0,1
61,4,0,0,0,2,0,1,1,1,1,0,1
33,0,1,0,1,1,0,1,1,1,0,0,1
42,0,1,0,0,1,0,1,1,1,0,0,1
131,7,1,0,0,1,0,1,1,1,0,0,1
52,2,1,0,0,1,0,1,1,1,0,0,1
48,4,0,0,0,2,0,1,1,1,1,0,1
27,0,0,0,0,1,0,1,1,1,1,0,1
67,2,1,0,0,1,0,1,1,1,0,0,1
42,3,0,0,1,1,0,1,1,1,0,0,1
29,0,0,0,0,0,0,1,1,1,1,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
92,2,1,0,1,1,0,1,1,1,1,0,1
45,0,1,0,1,1,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
80,2,1,0,0,1,0,1,1,1,1,0,1
27,0,1,0,1,1,0,1,1,1,1,1,1
38,0,1,0,1,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
62,4,0,0,0,2,0,1,1,1,1,0,1
32,0,1,0,1,0,0,1,1,1,0,0,1
102,3,1,0,0,1,0,1,1,1,1,0,1
56,4,1,0,0,1,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,1,0,1
35,0,1,1,0,1,0,1,1,1,0,0,1
67,0,1,0,1,1,0,1,1,1,0,0,1
53,1,1,0,1,1,1,1,1,1,1,1,1
87,3,1,0,0,2,0,1,1,1,0,0,1
821,1,0,0,1,1,0,1,1,1,1,0,1
28,1,1,1,0,1,0,1,1,1,0,0,1
69,1,1,0,1,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
34,2,1,0,1,1,0,1,1,1,1,1,1
65,1,1,0,1,2,0,1,1,1,0,0,1
24,1,1,0,0,1,0,1,1,1,1,1,1
87,4,1,0,0,1,0,1,1,1,0,0,1
85,0,1,0,1,1,0,1,1,1,0,0,1
40,0,1,0,1,1,0,1,1,1,1,0,1
39,0,1,0,1,1,0,1,1,1,0,0,1
34,0,1,0,0,1,0,1,1,1,0,0,1
76,1,1,0,1,2,0,1,1,1,1,0,1
39,0,1,0,1,1,0,1,1,1,1,0,1
70,2,1,0,0,2,0,1,1,1,1,0,1
38,0,1,0,1,1,0,1,1,1,0,0,1
87,4,1,0,0,1,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
39,0,1,0,1,1,0,1,1,1,1,0,1
33,0,0,0,0,1,0,1,1,1,1,0,1
96,2,1,0,0,1,0,1,1,1,1,0,1
37,0,1,0,0,1,0,1,1,1,0,0,1
31,0,1,0,1,1,0,1,1,1,0,0,1
29,0,0,0,0,0,0,1,1,1,1,0,1
130,1,1,1,1,2,0,1,1,1,1,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
32,0,0,0,1,1,0,1,1,1,1,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
88,2,1,0,0,1,0,1,1,1,1,0,1
51,1,1,0,0,2,0,1,1,1,0,0,1
167,5,1,0,0,1,0,1,1,1,0,0,1
84,0,1,0,1,0,0,1,1,1,1,0,1
31,0,1,0,0,1,0,1,1,1,1,0,1
34,0,1,0,0,1,0,1,1,1,0,0,1
139,8,1,0,0,3,1,1,1,1,0,0,1
20,1,1,1,0,1,0,1,1,1,1,1,1
28,1,1,0,0,1,0,1,1,1,1,0,1
29,1,1,0,0,1,0,1,1,1,0,0,1
30,0,1,0,1,1,0,1,1,1,1,1,1
33,0,1,0,0,1,0,1,1,1,1,0,1
33,0,0,0,0,1,0,1,1,1,1,0,1
39,0,1,0,1,1,0,1,1,1,0,0,1
96,2,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
22,1,1,0,0,1,0,1,1,1,0,0,1
41,1,1,0,0,2,0,1,1,1,1,0,1
37,0,0,0,0,1,0,1,1,1,1,0,1
97,2,1,0,0,1,0,1,1,1,0,0,1
88,0,1,0,0,0,0,1,1,1,1,0,1
28,0,0,1,0,1,0,1,1,1,1,0,1
35,0,0,1,0,1,0,1,1,1,0,0,1
36,0,1,0,1,1,1,1,1,1,0,0,1
84,3,1,0,1,2,1,1,1,1,1,1,1
36,1,1,0,0,2,0,1,1,1,0,0,1
23,0,1,0,0,1,0,1,1,1,0,0,1
175,5,1,0,0,1,0,1,1,1,0,0,1
46,0,1,0,1,1,0,1,1,1,0,0,1
167,5,1,0,0,1,0,1,1,1,0,0,1
92,2,1,0,1,1,0,1,1,1,0,0,1
26,0,1,0,1,1,0,1,1,1,0,0,1
294,3,1,0,1,1,0,1,1,1,1,1,1
30,0,1,0,0,1,1,1,1,1,0,0,1
47,0,0,0,1,0,0,1,1,1,1,1,1
34,0,1,0,1,1,0,1,1,1,0,0,1
29,0,1,0,0,1,0,1,1,1,1,0,1
34,0,1,0,1,1,0,1,1,1,1,0,1
31,0,1,0,0,1,0,1,1,1,0,0,1
51,2,1,0,0,1,0,1,1,1,0,0,1
